Series Name,Series Code,Country Name,Country Code,1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Population growth (annual %),SP.POP.GROW,Liechtenstein,LIE,1.5599179649036,1.36251089910957,1.34419580522923,1.41468036490133,1.39116107330013,1.37207302387443,1.38664538284893,1.40036291435214,1.44903951995967,1.4671405771336,1.42854570393901,1.39128476210504,1.40600454010142,1.44650383461611,1.43901654513085,1.44450397956995,1.4367001101544,1.37229402493903,1.3133397029292,1.31164599373427,1.25228247927372,1.05419487775652,0.945302183064675,0.907042396715275,0.878482955573281,0.879502933541775,0.823120977302667,0.745302497633524,0.711545007164178,0.771009503458442,0.701110398374398,0.729393790471232,0.869403225669288,0.821163785495365,0.784827172615701,0.695762433860479,0.677661202777028,0.741744903878247,0.767717718370254,0.78525898208049,0.709498302393315,0.727556393997221,0.735015942105173,0.651369032629572
Population growth (annual %),SP.POP.GROW,Lithuania,LTU,0.451032941179723,0.576822232379474,0.70338626338287,0.807019735359073,0.829019018784799,0.859591157107066,0.965016472614713,1.04105283058689,1.06395686619688,0.79588348340029,0.367999030323355,0.170116869352429,-0.108586324904251,-0.474107542700159,-0.694003962919015,-0.769728017770742,-0.760343408174495,-0.737830358066631,-0.724436206600195,-0.709489234071613,-0.703385440488978,-0.824008723044179,-0.802765710748508,-0.812278097406687,-1.12299127483243,-1.62840112593427,-1.59637831830094,-1.187947957259,-1.02848317546539,-1.11034575437238,-2.09694341985475,-2.25846389882827,-1.34120198821595,-1.01200736818103,-0.859827343070249,-0.940753796646208,-1.27069453298857,-1.39832220092102,-0.954190459209969,-0.264704354944785,0.0267667582795671,0.212805429536827,1.09366808005007,1.41170910782706
Population growth (annual %),SP.POP.GROW,Luxembourg,LUX,0.355980931791434,0.294773135465379,0.082107428492381,0.0265336520751997,0.1027856081308,0.193256818675591,0.44867099908019,0.648083393492208,0.725614578503426,0.972627746123582,1.25174570700817,1.33968316953886,1.32834757125223,1.34238702924688,1.36184013740089,1.40474246355929,1.36114394109864,1.25350248369427,1.24387080269218,1.35062128530242,1.34408299573143,1.19045634528707,1.04766081596443,1.21520087964639,1.42133256471314,1.53005466340868,1.59505191774492,1.54438684650549,1.78749663225793,1.85177523043645,1.8254058035237,2.22266050326725,2.40154189982875,2.31117625275217,2.35697870484045,2.35995118136865,2.15531198799205,2.43097641776115,1.92883751398765,1.9628449198635,1.66635867423273,1.51834936706612,2.01666790212729,2.34600975458798
Population growth (annual %),SP.POP.GROW,"Macao SAR, China",MAC,-0.111215910855949,1.36148508002436,3.16496765440353,3.65700619581212,3.80928961745428,3.93783898171697,4.01660964630165,4.03032467467489,3.98301234684134,3.88617290507145,3.75020493940814,3.41394642886462,2.71670036495701,2.21552001555703,2.0967875007622,2.00205306797107,1.91181669250979,1.81451723891646,1.70412419881796,1.59710795273744,1.4877568229253,1.65924602742688,2.3725582288621,2.8215044674889,2.77099628005097,2.71551761234388,2.67441293965373,2.64802980741037,2.62527907737455,2.60877302924839,2.5950318244663,2.42961521187371,2.0391269983749,1.80391580287387,1.80257581895543,1.81601604156179,1.84379989293183,1.88435643808871,1.92034437176829,1.92636052888412,1.88522049742858,1.51504486448614,1.23914668361251,1.28364385187692
Population growth (annual %),SP.POP.GROW,North Macedonia,MKD,1.4615286603352,1.46672929396033,1.18533033707416,0.822133663117244,0.718678743782738,0.64267901961967,0.569048697917746,0.504012069851689,0.435755896204262,0.368133112506741,0.232540020548636,-0.366981881454498,-0.920565781570569,-1.05258466620153,-0.72549836971952,0.0759374606317513,0.515914160044682,0.132444874720077,0.532116992485007,0.478003427125101,0.455448702114895,0.420168685369998,-0.726260079023056,0.127038105260946,-0.323800435972555,-0.539897211401132,-0.55220427661592,-0.570953120211137,-0.578593804248589,-0.646827222901633,-0.63937448291812,-0.458327097678151,-0.391858319665176,-0.368848270904885,-0.268678976911211,-0.267729528193655,-0.320367473371963,-0.40242158713311,-0.507220756968942,-0.679308688552216,-1.07910572041332,-1.02945804668594,-0.294481335654044,-1.0830878621445
Population growth (annual %),SP.POP.GROW,Madagascar,MDG,2.90118372623639,2.85495857041782,2.82357086161365,2.80167101325342,2.78355140489334,2.78393697661118,2.78366703321044,2.81304284280236,2.86276202777359,2.90164500514251,2.95525730694496,3.00501448400904,3.04087164695388,3.094667743784,3.14523601234613,3.17194065075098,3.18132685558576,3.17213384146486,3.14400562356494,3.0985230327836,3.03990100767654,2.99623070466098,2.96156859041379,2.93341631578179,2.9270346495312,2.92328568439833,2.92675246207207,2.92652452166253,2.91149152987358,2.8994727895916,2.86594914827117,2.80016501090231,2.72814099743688,2.67158913972617,2.6271377711217,2.58818714317603,2.58601148442291,2.58416485189804,2.55407704067255,2.52531662828285,2.48242289292055,2.41686937370051,2.37869514981706,2.38265667508188
Population growth (annual %),SP.POP.GROW,Malawi,MWI,3.87522690203158,3.95010086514018,3.97603889382417,3.9588590872096,3.8996228261836,3.82396858697708,3.66623471410976,4.76677280562866,5.38273240006619,4.68709985860626,3.89874198061952,3.0141691007144,2.84609317022241,1.39221230120606,-1.23042214550306,-0.187536345478363,1.93619787814188,1.94164482465729,2.06904640317321,2.22524077408069,2.30093521781424,2.3710066148072,2.45406914818211,2.54253905729233,2.64004024351051,2.736342194188,2.80345816457226,2.83448193292953,2.87740603419066,2.90572339354206,2.89150573052371,2.86427704641241,2.83256555379816,2.80676296771096,2.78881323875244,2.75911370133102,2.71781408401004,2.69546636843743,2.68556142714987,2.68285756018368,2.66577178304392,2.61141776637435,2.5591382705715,2.54716886319793
Population growth (annual %),SP.POP.GROW,Malaysia,MYS,2.61177455176428,2.60569692601485,2.59375588917813,2.63596772165165,2.71653205425924,2.83077681264638,2.93891981341768,3.00329838283602,3.01956255127948,2.95463770412295,2.8777395694329,2.81665890726164,2.78718569050924,2.78577768971806,2.78818789567647,2.76003344637661,2.7051266156806,2.67135891326744,2.60752186212402,2.52672176362693,2.54459366705921,2.57014353027485,2.51634742159783,2.44260643657749,2.3720084635771,2.30336382151543,2.23485955352487,2.17608980403121,2.08818532017883,1.97892341382596,1.75828740323151,1.61104342924472,1.61813131846729,1.58743980435977,1.55301827143161,1.49940972361564,1.4620698661924,1.41536933264598,1.31563682048248,1.24151463105699,1.19985962233223,1.11985399101,1.07936374148797,1.08520231604055
Population growth (annual %),SP.POP.GROW,Maldives,MDV,2.80511484539877,2.85537258470425,2.8242421467611,2.7221331392925,2.77643635755914,3.19955995737177,3.53073763243808,3.50289000924934,3.32420308817688,3.15898902420899,3.17032426317483,3.14744416366771,2.96487132819489,2.76688282990268,2.55251325831098,2.35390730360802,2.1581187313874,1.9513418452044,1.75232361118204,1.5637011031065,1.56830144656694,1.69071698288354,1.71154334670149,1.67668598570671,1.63811451653174,1.60324404314335,2.37628634213334,3.35435582926146,3.55228895579949,3.54422447127984,3.52915551848168,3.49620875437484,3.43849123867636,3.3466404024458,3.91748340604239,4.42253409157761,4.19690422374828,3.92628779480377,3.59964034794787,2.96723053964137,1.94913457153784,1.35517739152214,0.44582965495802,-0.529476508977336
Population growth (annual %),SP.POP.GROW,Mali,MLI,2.11789974013438,2.1507466362276,2.14707457836595,2.15422011934712,2.09085948882701,1.94301868896015,1.77870413276752,1.66273912237144,1.67505261972126,1.80147050778401,1.92909162423801,1.98072831755334,2.02456219304733,2.08262983645748,2.13645050429572,2.13218653524473,2.10262570856693,2.21953089527186,2.48989782313008,2.75368243522379,2.90782929642605,3.02107830973822,3.13442055916044,3.20676010440896,3.26662811589565,3.30546040144123,3.30569182799157,3.30208691127537,3.28476390707979,3.2555744003116,3.2497394697786,3.23481196285064,2.91810874359862,2.92004450187922,3.17067551792802,3.14674716699948,3.1904414229907,3.21640725807966,3.17485008918529,3.12666991376831,3.14260365885334,3.15796436945004,3.09520925424978,3.05166141549371
Population growth (annual %),SP.POP.GROW,Malta,MLT,1.04860267451293,0.735340232751273,2.14497741123595,1.40948249289422,0.02087376372126,1.75674824972899,1.67089816229853,0.688607248214418,0.821039289346079,0.973294582315565,0.978313699279678,2.69509289211785,1.03164027783494,0.998755132026019,0.93526391926236,0.697143006602962,0.656524533590292,0.756792686540295,0.649936278938043,0.592860773979805,0.645267230900854,0.75110649818537,0.745506921127166,0.657732334391546,0.67162845452858,0.637436918202842,0.364336947162944,0.348755082369901,0.650655460565174,0.753906931031973,0.49118281065151,0.423700885195294,0.899209211902256,1.4040502758129,1.9967544083193,2.38639536345808,2.28861544064371,2.73866285589301,3.49195540302534,3.93135631850717,2.21120767752363,0.619810315667809,2.39653483178468,4.07701021450296
Population growth (annual %),SP.POP.GROW,Marshall Islands,MHL,3.45399257414169,3.77611689144374,3.98353253159063,3.98669260734444,3.98352674203953,3.99272919651856,3.93816064966416,3.86017508636373,3.64804054879278,2.9345212534556,2.32668264576054,2.16120119546675,2.02388361358878,1.91633253186116,1.814108707065,1.71474830716539,1.63540421086445,1.57853435556547,1.52767323439355,1.25237622597643,0.721837704584486,0.347948103651383,0.152420857906842,-0.00550514272221927,-0.106492371991223,-0.180193480890142,-0.237689549465288,-0.314099624496591,-0.411668206131852,-0.415235819000647,-0.330813597773069,-0.836573256679686,-1.46046294872198,-1.64360804920741,-1.83357958458324,-2.0215255305986,-2.21210382968728,-2.39133636341706,-2.5716193468544,-2.78025337337267,-2.9840768300379,-3.18995490050083,-1.15046892532344,1.02196784869723
Population growth (annual %),SP.POP.GROW,Mauritania,MRT,2.90774533917014,2.94248795597118,2.96178593005443,2.95958790424242,2.95244271412784,2.9398329739151,2.92007202111324,2.90957936208952,2.91507939677785,2.54841243987655,2.57454954842255,2.96043871303152,3.85564113556433,4.0847344287677,3.43278976904461,2.7751565196712,2.01601410816646,2.25781782604059,2.63077363875871,2.71176862308068,2.79918208413242,2.4491651403647,2.14496344480591,2.16038855352539,2.16989899804321,2.20803458075482,2.26047186619935,2.31869406123366,2.49989376010022,2.72380028814205,2.87305118502029,3.01844276057634,3.12478900195865,2.89612211417799,2.64221126030642,2.64595710222511,2.64252802228661,2.63352411058118,2.62618780349529,2.6146547551014,2.58400208033153,2.55391077109444,2.59160126770452,2.6431022627714
Population growth (annual %),SP.POP.GROW,Mauritius,MUS,1.68601231607574,1.4819683080138,1.22242818791707,0.919667982370994,1.0457354601341,0.81732139513889,0.764515985971925,0.748099100249826,0.688400517657601,0.765914828413802,0.712313471132199,1.07946362530249,1.31574311449685,1.18554061440712,1.40006449419438,0.859933461061684,1.02276454116174,1.25209760994193,1.05142162473208,1.27124855157122,0.982676166064297,0.790047581068153,0.694240135210974,0.723661765578573,0.627103982385528,0.592099659929956,0.466403525955087,0.455526400702738,0.361630847401639,0.265537672832765,0.237886692890185,0.160140420765724,0.277321025514609,0.242165626741126,0.181022097854624,0.132404330287967,0.0687082325715694,0.0901672663767558,0.0545354541381391,0.0322330642925213,0.00229068020969373,0.0252729878913446,-0.301401216835277,-0.117452949112512
Population growth (annual %),SP.POP.GROW,Mexico,MEX,2.59185461062644,2.23259552808724,2.03453780905284,1.99468010531636,1.93637203383937,1.86354345855765,1.79010932477031,1.72869101147886,1.71119463203751,1.68642181558025,1.83597705013042,1.97637378547817,1.9503084540285,1.92882635968047,1.90443531542116,1.85680777986673,1.78129571544977,1.72818289567839,1.68579338254176,1.64054838334199,1.58455078746177,1.54194113014521,1.52045522318023,1.48740053113001,1.4696529746789,1.42951167105736,1.36053857389621,1.31623681916458,1.26753574174522,1.23674369230562,1.32657895725526,1.4276397653994,1.39661546186197,1.317160792789,1.2414667155537,1.16700884975484,1.13323428792033,1.08042073770937,0.951668643927897,0.860265089734684,0.727243815691995,0.559420832085433,0.628607802526073,0.743434542137949
Population growth (annual %),SP.POP.GROW,"Micronesia, Fed. Sts.",FSM,2.90553837152007,2.88336192480883,2.86815144329786,2.85073186370192,2.83368891327297,2.7931202688737,2.72607048225782,2.67203550457982,2.28086040789837,1.88656309831489,1.8496015994527,1.83294082975406,2.42585179084049,3.0032459622543,2.61935914964438,1.35420827378859,0.413363891520276,0.31362961567264,0.245350376291555,0.119311952075623,0.152297026498527,0.213720197420152,0.0392962405699845,-0.167115773241494,-0.328790000684937,-0.447886780617126,-0.577652222559237,-0.699624839506227,-0.758815202826041,-0.772033459891083,-0.259914003442924,0.277526573301423,0.319268822321146,0.347720569318122,0.381376448431569,0.400941558500249,0.422085800331518,0.45835209921657,0.450852095694507,0.404844283265269,0.650605243674555,0.910158700223977,0.908957180951961,0.924204879960664
Population growth (annual %),SP.POP.GROW,Moldova,MDA,0.861707082080348,0.883654077171944,0.934031531188196,0.954184562966348,0.973647848218623,0.964294409067733,0.983017147404067,1.02878340600054,0.908693576978877,0.710197400488835,0.461654049432667,0.243535095180549,0.0810579467465175,-0.0270232209761006,-0.243403376968124,-0.485916252801866,-0.200220624729015,-0.369835352113778,-0.0403975726076274,-0.157010551960425,-0.203371722054682,-0.223625637302563,-0.231580062051396,-0.281602495320467,-0.247447154059097,-0.243318711825946,-0.277922768195992,-0.231718324871942,-0.190349156188775,-0.12626339171085,-0.0998329740168972,-0.0578362648793712,-0.0131095435392298,-0.0267837694756349,-0.0609720602101012,-0.767049559673864,-1.16302237797705,-1.72705846625605,-1.75700442074845,-1.60031653578231,-1.09803165876287,-1.50342952349937,-2.21696682736653,-2.06952171753803
Population growth (annual %),SP.POP.GROW,Monaco,MCO,0.897798647808138,0.765272314611162,1.05365832516093,1.48316192992406,1.49669413261499,1.39828194947668,1.25566519241492,1.12151982573854,1.01852420074943,0.921850215615285,0.831034299140832,0.771849528449064,0.749702002240685,0.744123269256896,0.735427307440948,0.73005823579243,0.749991648586953,0.781953204764374,0.751051413609378,0.572730386196825,0.218936549624527,-0.0647059752351783,-0.178929555681925,-0.216376703381685,-0.24786231551975,-0.295136676013591,-0.405287997089734,-0.589029493886293,0.122477835833443,1.6775209368822,2.36977191505581,2.28545620835272,2.19981191992032,2.06780986239305,1.91520497126224,1.78404621981199,0.842469530267675,-0.0728597482140499,-0.0405005878121066,0.0135020185722688,-0.302883026724653,-0.641236845621864,-0.593262624459316,-0.472749142011553
Population growth (annual %),SP.POP.GROW,Mongolia,MNG,2.40424452650899,2.41157965271088,2.41850937834083,2.43810533890399,2.48180043370539,2.53703804782449,2.57970278847216,2.58519277611332,2.55278895909897,2.2436474874205,1.89662637245764,1.77209320994808,1.64171013721366,1.50073653904303,1.36486027437646,1.24461756856871,1.13920197607163,1.04407039076519,0.976711151367819,0.965740134380102,0.921869510816351,0.878309644537485,0.886457738285741,0.87155573049131,0.850550681669034,0.83599259855571,0.855447793558829,0.940879931171425,1.07812241088145,1.23859259914584,1.33380431981013,1.52094437973029,1.74890622320901,1.87336676028775,2.00668670836189,2.11086627913691,2.16233694829923,2.17049015538793,2.17135597977155,2.13999709629328,1.8970150281402,1.60937103615911,1.49966908606271,1.42551054825547
Population growth (annual %),SP.POP.GROW,Montenegro,MNE,1.00396105733667,1.1869384945834,1.29557745331934,1.27042851904675,1.06710956641822,0.74841887224285,0.381334703294713,0.0712256014583022,-0.120274094611961,-0.138716842234699,-0.0328127540676757,0.120809885832418,0.232144826993095,0.271440061763539,0.199581093444201,0.0528165715682825,-0.115971437246349,-0.243010697842063,-0.305295583261971,-0.4193256157655,-0.0279740186992493,0.402363248322291,0.400750772330341,0.399151168806326,0.177216475615812,0.147929262061512,0.12429981279666,0.138110347731053,0.177475866720179,0.214529295893828,0.183239906425096,0.10504177223011,0.0841474080023094,0.097599636675676,0.0970220113323688,0.0561107244885728,0.0231425307711559,0.011247907097728,-0.0234613531527775,-0.0319870125812963,-0.116139360968958,-0.337762721786185,-0.323190384386897,-0.167992320943883
Population growth (annual %),SP.POP.GROW,Morocco,MAR,2.62992874072176,2.6567608259322,2.62988991910437,2.57241249301082,2.45874480007799,2.34564984631512,2.16737522524319,1.97596762086305,1.87516165815164,1.78624203551582,1.7353448117643,1.68397154027355,1.63767566233961,1.58613440097231,1.51814756348818,1.50568181853375,1.4927847173982,1.46345525327148,1.43040873226662,1.37640231495404,1.33056292746569,1.30709067761953,1.27670558488657,1.21926266518875,1.2458784781145,1.31905268782034,1.30947924386268,1.28772191974814,1.28003720148764,1.28110624620562,1.30835154510463,1.34266554348538,1.35377246657382,1.34423384293623,1.3080629397791,1.25305827289905,1.22317023430594,1.1916294240897,1.1178970270223,1.04358412669917,1.05316017914606,1.05148431222073,1.02339197878946,1.01483758667745
